Dane zostały wczytane poprawnie!
R: 34903, P: 59, Q: 28609
R: 8917, P: 34, Q: 8195
R: 9536, P: 72, Q: 7601
R: 1983, P: 56, Q: 15243
R: 5884, P: 44, Q: 11453
R: 13312, P: 92, Q: 4169
R: 11369, P: 41, Q: 6394
R: 6511, P: 54, Q: 11259
R: 12826, P: 48, Q: 5091
R: 13526, P: 32, Q: 4484
R: 16828, P: 97, Q: 1424
R: 13512, P: 69, Q: 4751
R: 16845, P: 60, Q: 1498
R: 11606, P: 76, Q: 6916
R: 1599, P: 56, Q: 16935
R: 7469, P: 38, Q: 11254
R: 2321, P: 59, Q: 16539
R: 16850, P: 67, Q: 2035
R: 7184, P: 74, Q: 11731
R: 16167, P: 57, Q: 2848
R: 1701, P: 38, Q: 17342
R: 12143, P: 97, Q: 7024
R: 19225, P: 32, Q: 33
R: 15775, P: 39, Q: 3522
R: 5275, P: 17, Q: 14115
R: 15868, P: 47, Q: 3627
R: 5629, P: 97, Q: 13957
R: 13751, P: 97, Q: 5995
R: 14276, P: 81, Q: 5575
R: 5272, P: 37, Q: 14611
R: 15638, P: 33, Q: 4260
R: 6588, P: 6, Q: 13395
R: 3720, P: 33, Q: 16292
R: 11391, P: 40, Q: 8673
R: 14980, P: 46, Q: 5406
R: 12954, P: 40, Q: 7494
R: 11616, P: 22, Q: 8838
R: 319, P: 84, Q: 20239
R: 6202, P: 44, Q: 14357
R: 9069, P: 79, Q: 11518
R: 20379, P: 42, Q: 323
R: 8674, P: 11, Q: 12038
R: 9783, P: 94, Q: 10940
R: 15207, P: 73, Q: 5520
R: 8106, P: 66, Q: 12717
R: 7344, P: 86, Q: 13564
R: 18106, P: 27, Q: 2809
R: 7999, P: 64, Q: 13025
R: 3908, P: 100, Q: 17143
R: 11663, P: 75, Q: 9392
R: 5377, P: 73, Q: 15750
R: 4041, P: 6, Q: 17127
R: 1255, P: 99, Q: 19994
R: 10584, P: 38, Q: 10709
R: 18335, P: 23, Q: 3023
R: 18031, P: 98, Q: 3419
R: 18458, P: 67, Q: 3072
R: 8536, P: 37, Q: 13058
R: 15521, P: 30, Q: 6096
R: 9336, P: 2, Q: 12361
R: 9072, P: 40, Q: 12797
R: 3571, P: 94, Q: 18383
R: 11125, P: 59, Q: 10882
R: 950, P: 61, Q: 21262
R: 722, P: 100, Q: 21491
R: 6754, P: 26, Q: 15493
R: 5850, P: 23, Q: 16411
R: 2134, P: 34, Q: 20230
R: 1748, P: 31, Q: 20704
R: 5293, P: 32, Q: 17278
R: 15336, P: 54, Q: 7244
R: 14809, P: 25, Q: 7820
R: 5279, P: 18, Q: 17517
R: 12759, P: 8, Q: 10062
R: 18508, P: 29, Q: 4337
R: 20330, P: 74, Q: 2534
R: 11125, P: 57, Q: 11812
R: 14405, P: 35, Q: 8590
R: 2462, P: 29, Q: 20594
R: 5530, P: 28, Q: 17548
R: 568, P: 55, Q: 22525
R: 13569, P: 65, Q: 9524
R: 15860, P: 58, Q: 7240
R: 11333, P: 36, Q: 11773
R: 3836, P: 12, Q: 19325
R: 1827, P: 83, Q: 21373
R: 14428, P: 92, Q: 8785
R: 1024, P: 10, Q: 22194
R: 23019, P: 69, Q: 252
R: 15187, P: 54, Q: 8182
R: 10397, P: 49, Q: 12985
R: 20688, P: 16, Q: 2752
R: 2364, P: 73, Q: 21076
R: 22003, P: 88, Q: 1446
R: 21259, P: 64, Q: 2268
R: 6180, P: 7, Q: 17371
R: 569, P: 86, Q: 22988
R: 10481, P: 7, Q: 13084
R: 9222, P: 88, Q: 14366
R: 19382, P: 97, Q: 4231
R: 23038, P: 86, Q: 639
R: 4234, P: 80, Q: 19550
R: 15648, P: 82, Q: 8177
R: 1523, P: 59, Q: 22307
R: 1086, P: 77, Q: 22747
R: 3135, P: 16, Q: 20714
R: 23226, P: 19, Q: 685
R: 14950, P: 41, Q: 8975
R: 18895, P: 79, Q: 5077
R: 16222, P: 27, Q: 7809
R: 1604, P: 57, Q: 22430
R: 23782, P: 76, Q: 265
R: 15684, P: 95, Q: 8469
R: 11063, P: 80, Q: 13091
R: 10218, P: 78, Q: 13937
R: 8054, P: 18, Q: 16147
R: 2006, P: 78, Q: 22223
R: 20890, P: 15, Q: 3354
R: 9422, P: 34, Q: 14906
R: 8306, P: 26, Q: 16099
R: 1623, P: 54, Q: 22837
R: 4911, P: 89, Q: 19582
R: 14476, P: 20, Q: 10044
R: 19876, P: 75, Q: 4693
R: 9552, P: 6, Q: 15044
R: 10800, P: 73, Q: 13895
R: 22178, P: 89, Q: 2605
R: 7230, P: 10, Q: 17589
R: 10778, P: 65, Q: 14084
R: 6345, P: 95, Q: 18572
R: 1298, P: 50, Q: 23627
R: 12451, P: 81, Q: 12555
R: 11076, P: 21, Q: 13968
R: 19754, P: 7, Q: 5360
R: 9498, P: 30, Q: 15663
R: 22012, P: 48, Q: 3165
R: 17750, P: 33, Q: 7723
R: 16100, P: 41, Q: 9419
R: 4298, P: 23, Q: 21241
R: 19067, P: 5, Q: 6496
R: 6015, P: 81, Q: 19558
R: 8326, P: 40, Q: 17269
R: 22833, P: 35, Q: 2894
R: 18240, P: 23, Q: 7519
R: 22917, P: 37, Q: 2866
R: 11279, P: 42, Q: 14653
R: 19608, P: 89, Q: 6357
R: 994, P: 41, Q: 24993
R: 19083, P: 100, Q: 6929
R: 9458, P: 40, Q: 16558
R: 23794, P: 77, Q: 2263
R: 18935, P: 33, Q: 7145
R: 9971, P: 18, Q: 16137
R: 2449, P: 11, Q: 23723
R: 22813, P: 79, Q: 3360
R: 11605, P: 21, Q: 14578
R: 10127, P: 3, Q: 16094
R: 18574, P: 88, Q: 7705
R: 19451, P: 56, Q: 6844
R: 6337, P: 51, Q: 20003
R: 19116, P: 14, Q: 7243
R: 6952, P: 6, Q: 19430
R: 23866, P: 53, Q: 2600
R: 1010, P: 86, Q: 25621
R: 2554, P: 68, Q: 24115
R: 5962, P: 6, Q: 20742
R: 15917, P: 36, Q: 10802
R: 17070, P: 9, Q: 9664
R: 20103, P: 50, Q: 6687
R: 20628, P: 54, Q: 6169
R: 21256, P: 92, Q: 5559
R: 5736, P: 52, Q: 21088
R: 2761, P: 73, Q: 24192
R: 13660, P: 11, Q: 13307
R: 2534, P: 83, Q: 24473
R: 26305, P: 38, Q: 760
R: 13998, P: 65, Q: 13190
R: 22224, P: 85, Q: 5034
R: 545, P: 30, Q: 26734
R: 20178, P: 60, Q: 7109
R: 18620, P: 9, Q: 8733
R: 24804, P: 8, Q: 2553
R: 12516, P: 35, Q: 14871
R: 21202, P: 50, Q: 6206
R: 4859, P: 7, Q: 22611
R: 19284, P: 25, Q: 8229
R: 11473, P: 75, Q: 16101
R: 13265, P: 39, Q: 14406
R: 6972, P: 51, Q: 20729
R: 21206, P: 85, Q: 6516
R: 20662, P: 43, Q: 7122
R: 3496, P: 16, Q: 24362
R: 2075, P: 69, Q: 25798
R: 5125, P: 96, Q: 22791
R: 18275, P: 25, Q: 9685
R: 6841, P: 54, Q: 21346
R: 21181, P: 92, Q: 7019
R: 10798, P: 68, Q: 17405
R: 8607, P: 92, Q: 19598
R: 10064, P: 13, Q: 18254
R: 22532, P: 39, Q: 5856
R: 23775, P: 46, Q: 4717
R: 10987, P: 72, Q: 17540
R: 21126, P: 23, Q: 7419
R: 3835, P: 91, Q: 24722
R: 23930, P: 15, Q: 4720
R: 1519, P: 62, Q: 27146
R: 26555, P: 10, Q: 2152
R: 14369, P: 33, Q: 14401
R: 3167, P: 94, Q: 25630
R: 19904, P: 48, Q: 8924
R: 6340, P: 21, Q: 22499
R: 15221, P: 25, Q: 13656
R: 1316, P: 10, Q: 27563
R: 15170, P: 17, Q: 13737
R: 6578, P: 1, Q: 22330
R: 25401, P: 50, Q: 3517
R: 2851, P: 75, Q: 26134
R: 26329, P: 34, Q: 2742
R: 18425, P: 47, Q: 10701
R: 5284, P: 9, Q: 23858
R: 26407, P: 11, Q: 2792
R: 13445, P: 25, Q: 15772
R: 17212, P: 27, Q: 12044
R: 29197, P: 30, Q: 59
R: 4769, P: 36, Q: 24512
R: 27797, P: 58, Q: 1556
R: 747, P: 91, Q: 28645
R: 25718, P: 82, Q: 3677
R: 6343, P: 18, Q: 23120
R: 13526, P: 95, Q: 16000
R: 2773, P: 78, Q: 26814
R: 11549, P: 62, Q: 18133
R: 2836, P: 87, Q: 27081
R: 450, P: 91, Q: 29512
R: 22505, P: 100, Q: 7473
R: 10096, P: 8, Q: 19943
R: 20065, P: 6, Q: 9985
R: 1270, P: 99, Q: 28861
R: 3052, P: 37, Q: 27108
R: 14722, P: 87, Q: 15452
R: 4087, P: 29, Q: 26187
R: 21052, P: 87, Q: 9270
R: 1399, P: 67, Q: 29032
R: 18185, P: 63, Q: 12278
R: 8733, P: 79, Q: 21881
R: 25375, P: 77, Q: 5343
R: 21963, P: 27, Q: 8887
R: 10105, P: 77, Q: 20762
R: 4280, P: 79, Q: 26765
R: 21387, P: 58, Q: 9742
R: 29263, P: 34, Q: 1873
R: 17300, P: 39, Q: 13852
R: 27845, P: 60, Q: 3321
R: 23843, P: 51, Q: 7408
R: 24541, P: 83, Q: 6743
R: 24887, P: 35, Q: 6411
R: 16192, P: 35, Q: 15122
R: 8616, P: 38, Q: 22762
R: 24548, P: 80, Q: 6913
R: 28838, P: 15, Q: 2766
R: 7589, P: 89, Q: 24020
R: 28960, P: 96, Q: 2679
R: 17779, P: 94, Q: 13872
R: 25159, P: 65, Q: 6539
R: 17456, P: 39, Q: 14251
R: 26831, P: 8, Q: 4895
R: 3767, P: 87, Q: 27966
R: 1490, P: 96, Q: 30272
R: 27718, P: 9, Q: 4190
R: 16290, P: 72, Q: 15695
R: 24505, P: 31, Q: 7501
R: 18616, P: 38, Q: 13423
R: 25568, P: 37, Q: 6502
R: 4386, P: 63, Q: 27773
R: 21393, P: 81, Q: 10806
R: 31956, P: 24, Q: 267
R: 19784, P: 48, Q: 12445
R: 11, P: 55, Q: 32277
R: 15888, P: 7, Q: 16405
R: 15426, P: 36, Q: 16879
R: 10388, P: 86, Q: 21934
R: 12773, P: 71, Q: 19556
R: 28329, P: 92, Q: 4048
R: 220, P: 25, Q: 32167
R: 15168, P: 48, Q: 17290
R: 5276, P: 81, Q: 27273
R: 14237, P: 59, Q: 18351
R: 30918, P: 73, Q: 1791
R: 19274, P: 63, Q: 13515
R: 21818, P: 55, Q: 11018
R: 15018, P: 67, Q: 17974
R: 8469, P: 31, Q: 24553
R: 13887, P: 30, Q: 19201
R: 17296, P: 61, Q: 15794
R: 3619, P: 94, Q: 29475
R: 24028, P: 74, Q: 9085
R: 23084, P: 62, Q: 10063
R: 19082, P: 83, Q: 14130
R: 6158, P: 61, Q: 27099
R: 18851, P: 61, Q: 14420
R: 2320, P: 21, Q: 30965
R: 7798, P: 43, Q: 25587
R: 15584, P: 78, Q: 17902
R: 16183, P: 74, Q: 17303
R: 27356, P: 79, Q: 6146
R: 3207, P: 3, Q: 30319
R: 31906, P: 8, Q: 1681
R: 26154, P: 2, Q: 7449
R: 29520, P: 28, Q: 4134
R: 15879, P: 13, Q: 17790
R: 1765, P: 72, Q: 31938
R: 14188, P: 90, Q: 19585
R: 31747, P: 18, Q: 2055
R: 15417, P: 89, Q: 18419
R: 15065, P: 87, Q: 18798
R: 9325, P: 52, Q: 24552
R: 18485, P: 14, Q: 15407
R: 10961, P: 93, Q: 22934
R: 26696, P: 63, Q: 7295
R: 24871, P: 70, Q: 9127
R: 31785, P: 88, Q: 2351
R: 1478, P: 65, Q: 32668
R: 22166, P: 54, Q: 12022
R: 28740, P: 67, Q: 5566
R: 7465, P: 20, Q: 26934
R: 34105, P: 76, Q: 354
R: 11426, P: 70, Q: 23054
R: 17415, P: 31, Q: 17167
R: 6721, P: 94, Q: 27889
R: 5338, P: 16, Q: 29282
R: 10623, P: 31, Q: 24011
R: 20171, P: 43, Q: 14475
R: 26198, P: 84, Q: 8463
R: 6885, P: 56, Q: 27824
R: 2909, P: 21, Q: 31826
R: 10817, P: 5, Q: 23933
R: 20378, P: 64, Q: 14405
R: 4517, P: 57, Q: 30295
R: 7879, P: 72, Q: 26986
R: 23725, P: 39, Q: 11205
R: 16791, P: 97, Q: 18151
R: 9591, P: 11, Q: 25360
R: 14963, P: 7, Q: 20030
R: 6369, P: 5, Q: 28663
R: 26599, P: 47, Q: 8472
R: 34598, P: 57, Q: 481
R: 10056, P: 18, Q: 25027
R: 7691, P: 36, Q: 27463
R: 34425, P: 15, Q: 876
R: 674, P: 19, Q: 34633
R: 6302, P: 83, Q: 29147
R: 17111, P: 81, Q: 18375
R: 19712, P: 42, Q: 15779
R: 8385, P: 95, Q: 27129
R: 15243, P: 1, Q: 20307
R: 19307, P: 70, Q: 16245
R: 31701, P: 66, Q: 3970
R: 23668, P: 63, Q: 12004
R: 12872, P: 98, Q: 22803
R: 9238, P: 17, Q: 26451
R: 19136, P: 76, Q: 16579
R: 20252, P: 94, Q: 15498
R: 17911, P: 87, Q: 17869
R: 34401, P: 69, Q: 1420
R: 3809, P: 51, Q: 32048
R: 1350, P: 83, Q: 34545
R: 26722, P: 68, Q: 9236
R: 1170, P: 81, Q: 34791
R: 34371, P: 98, Q: 1646
R: 24591, P: 81, Q: 11585
R: 26161, P: 21, Q: 10016
R: 3625, P: 88, Q: 32587
R: 21673, P: 49, Q: 14568
R: 3521, P: 15, Q: 32797
R: 8443, P: 16, Q: 27877
R: 16497, P: 59, Q: 19883
R: 3520, P: 40, Q: 32867
R: 21158, P: 22, Q: 15238
R: 26209, P: 90, Q: 10217
R: 24277, P: 81, Q: 12208
R: 31207, P: 46, Q: 5311
R: 19458, P: 67, Q: 17079
R: 11481, P: 7, Q: 25111
R: 1163, P: 43, Q: 35437
R: 478, P: 92, Q: 36258
R: 3503, P: 74, Q: 33323
R: 11788, P: 1, Q: 25051
R: 7983, P: 50, Q: 28860
R: 34852, P: 29, Q: 2002
R: 27297, P: 72, Q: 9557
R: 23609, P: 7, Q: 13312
R: 21607, P: 91, Q: 15349
R: 21989, P: 75, Q: 14971
R: 9691, P: 99, Q: 27320
R: 7156, P: 15, Q: 29867
R: 9768, P: 9, Q: 27287
R: 1829, P: 33, Q: 35234
R: 9257, P: 14, Q: 27807
R: 14551, P: 63, Q: 22596
R: 29657, P: 21, Q: 7510
R: 7237, P: 96, Q: 29954
R: 31334, P: 30, Q: 5865
R: 8627, P: 70, Q: 28587
R: 33576, P: 79, Q: 3652
R: 34316, P: 89, Q: 2923
R: 13769, P: 17, Q: 23472
R: 10309, P: 93, Q: 26994
R: 11469, P: 90, Q: 25861
R: 5144, P: 3, Q: 32208
R: 28062, P: 40, Q: 9322
R: 20845, P: 76, Q: 16552
R: 1745, P: 38, Q: 35668
R: 6370, P: 47, Q: 31122
R: 16400, P: 26, Q: 21118
R: 33394, P: 54, Q: 4127
R: 32055, P: 80, Q: 5508
R: 18920, P: 86, Q: 18648
R: 7946, P: 40, Q: 29660
R: 26725, P: 89, Q: 10922
R: 2314, P: 60, Q: 35356
R: 16309, P: 19, Q: 21458
R: 2077, P: 13, Q: 35698
R: 34537, P: 75, Q: 3375
R: 23579, P: 86, Q: 14367
R: 34093, P: 19, Q: 3893
R: 5531, P: 15, Q: 32487
R: 22129, P: 22, Q: 15892
R: 1950, P: 40, Q: 36091
R: 8343, P: 96, Q: 29745
R: 27882, P: 53, Q: 10238
R: 26843, P: 42, Q: 11299
R: 10698, P: 11, Q: 27469
R: 17660, P: 52, Q: 20540
R: 6815, P: 51, Q: 31434
R: 27882, P: 22, Q: 10422
R: 24178, P: 66, Q: 14230
R: 16944, P: 64, Q: 21525
R: 34401, P: 17, Q: 4071
R: 2756, P: 68, Q: 35774
R: 3212, P: 54, Q: 35342
R: 9783, P: 87, Q: 28806
R: 13767, P: 7, Q: 24887
R: 31805, P: 41, Q: 6888
R: 25415, P: 16, Q: 13292
R: 1786, P: 58, Q: 36988
R: 31288, P: 76, Q: 7493
R: 32764, P: 70, Q: 6031
R: 30288, P: 90, Q: 8533
R: 8302, P: 75, Q: 30558
R: 35497, P: 44, Q: 3378
R: 24960, P: 91, Q: 13938
R: 22907, P: 55, Q: 16058
R: 13289, P: 49, Q: 25688
R: 13002, P: 19, Q: 25980
R: 10706, P: 59, Q: 28283
R: 36217, P: 87, Q: 2920
R: 31324, P: 71, Q: 7917
R: 4041, P: 51, Q: 35222
R: 6861, P: 30, Q: 32458
R: 5575, P: 70, Q: 33825
R: 15611, P: 97, Q: 23897
R: 27449, P: 12, Q: 12138
R: 20503, P: 91, Q: 19206
R: 15195, P: 89, Q: 24585
R: 36975, P: 10, Q: 2852
R: 6191, P: 11, Q: 33658
R: 5774, P: 98, Q: 34081
R: 6867, P: 97, Q: 32991
R: 7086, P: 2, Q: 32789
R: 21767, P: 97, Q: 18112
R: 18516, P: 91, Q: 21364
R: 6602, P: 64, Q: 33289
R: 19028, P: 61, Q: 20995
R: 31277, P: 6, Q: 8775
R: 4438, P: 44, Q: 35622
R: 13953, P: 25, Q: 26146
R: 4628, P: 24, Q: 35521
R: 7821, P: 41, Q: 32337
R: 35198, P: 63, Q: 4974
R: 27857, P: 47, Q: 12320
R: 35205, P: 69, Q: 5011
R: 30303, P: 97, Q: 9972
R: 24929, P: 40, Q: 15346
R: 22425, P: 18, Q: 17901
R: 28246, P: 63, Q: 12102
R: 20534, P: 23, Q: 19831
R: 6051, P: 19, Q: 34351
R: 10519, P: 5, Q: 29913
R: 28240, P: 93, Q: 12225
R: 9579, P: 84, Q: 30890
R: 16509, P: 40, Q: 23966
R: 15954, P: 41, Q: 24601
R: 23429, P: 39, Q: 17251
R: 15448, P: 82, Q: 25247
R: 6681, P: 94, Q: 34022
R: 33317, P: 14, Q: 7443
R: 11710, P: 16, Q: 29064
R: 28137, P: 20, Q: 12657
R: 26546, P: 23, Q: 14423
R: 4223, P: 54, Q: 36746
R: 14346, P: 76, Q: 26632
R: 32620, P: 88, Q: 8396
R: 17032, P: 82, Q: 24052
R: 29652, P: 60, Q: 11497
R: 34204, P: 16, Q: 7025
R: 29435, P: 27, Q: 11910
R: 14465, P: 22, Q: 26924
R: 12498, P: 57, Q: 28942
R: 7868, P: 41, Q: 33661
R: 5802, P: 90, Q: 35795
R: 7350, P: 38, Q: 34287
R: 24270, P: 83, Q: 17368
R: 15149, P: 76, Q: 26490
R: 36764, P: 11, Q: 4900
R: 34693, P: 26, Q: 7006
R: 27335, P: 29, Q: 14395
R: 16599, P: 80, Q: 25139
R: 6664, P: 59, Q: 35082
R: 32330, P: 53, Q: 9434
R: 8606, P: 13, Q: 33234
R: 32113, P: 26, Q: 9741
R: 14961, P: 30, Q: 26935
R: 23325, P: 45, Q: 18670
R: 5862, P: 83, Q: 36164
R: 27171, P: 74, Q: 14913
R: 32532, P: 75, Q: 9646
R: 31398, P: 2, Q: 10795
R: 18344, P: 59, Q: 23886
R: 14910, P: 96, Q: 27392
R: 18695, P: 89, Q: 23655
R: 17737, P: 80, Q: 24659
R: 12795, P: 95, Q: 29619
R: 8793, P: 86, Q: 33636
R: 7326, P: 93, Q: 35195
R: 19889, P: 93, Q: 22711
R: 9599, P: 68, Q: 33006
R: 26414, P: 8, Q: 16193
R: 21447, P: 22, Q: 21170
R: 13193, P: 89, Q: 29471
R: 31453, P: 6, Q: 11218
R: 36534, P: 23, Q: 6203
R: 35999, P: 31, Q: 6740
R: 31483, P: 63, Q: 11278
R: 30859, P: 13, Q: 12003
R: 6323, P: 78, Q: 36559
R: 28614, P: 17, Q: 14269
R: 8547, P: 43, Q: 34359
R: 19553, P: 41, Q: 23445
R: 15568, P: 50, Q: 27433
R: 21574, P: 28, Q: 21432
R: 28123, P: 60, Q: 14927
R: 8779, P: 17, Q: 34291
R: 15948, P: 88, Q: 27176
R: 22946, P: 59, Q: 20225
R: 17870, P: 5, Q: 25321
R: 11340, P: 73, Q: 31852
R: 21772, P: 57, Q: 21461
R: 27196, P: 75, Q: 16123
R: 9461, P: 33, Q: 33859
R: 13518, P: 98, Q: 29866
R: 7571, P: 11, Q: 35824
R: 15698, P: 31, Q: 27823
R: 14012, P: 41, Q: 29542
R: 30291, P: 94, Q: 13381
R: 33727, P: 3, Q: 10003
R: 19296, P: 48, Q: 24462
R: 16999, P: 10, Q: 26794
R: 34216, P: 27, Q: 9633
R: 21398, P: 20, Q: 22519
R: 31370, P: 51, Q: 12549
R: 8232, P: 23, Q: 35695
R: 13635, P: 68, Q: 30314
R: 9655, P: 98, Q: 34327
R: 32635, P: 78, Q: 11350
R: 25536, P: 25, Q: 18488
R: 25122, P: 22, Q: 18952
R: 22668, P: 28, Q: 21517
R: 13881, P: 90, Q: 30390
R: 18374, P: 99, Q: 25907
R: 24412, P: 24, Q: 19878
R: 14236, P: 54, Q: 30065
R: 30080, P: 89, Q: 14235
R: 10116, P: 75, Q: 34212
R: 19719, P: 41, Q: 24644
R: 35143, P: 9, Q: 9225
R: 27542, P: 87, Q: 16853
R: 27510, P: 4, Q: 16905
R: 26145, P: 60, Q: 18313
R: 27458, P: 1, Q: 17073
R: 12840, P: 81, Q: 31719
R: 7575, P: 34, Q: 36991
R: 36345, P: 88, Q: 8288
R: 14401, P: 71, Q: 30254
R: 23603, P: 63, Q: 21067
R: 25326, P: 43, Q: 19425
R: 20376, P: 55, Q: 24398
R: 29327, P: 40, Q: 15471
R: 15205, P: 68, Q: 29744
R: 27065, P: 9, Q: 17906
R: 13938, P: 79, Q: 31042
R: 32981, P: 55, Q: 12058
R: 17186, P: 79, Q: 27972
R: 12753, P: 34, Q: 32505
R: 29545, P: 16, Q: 15718
R: 11248, P: 19, Q: 34228
R: 13455, P: 85, Q: 32046
R: 22986, P: 25, Q: 22582
R: 22224, P: 29, Q: 23348
R: 20281, P: 44, Q: 25333
R: 15685, P: 48, Q: 30014
R: 22943, P: 80, Q: 22834
R: 15024, P: 27, Q: 30838
R: 15659, P: 86, Q: 30357
R: 22680, P: 1, Q: 23399
R: 12071, P: 14, Q: 34035
R: 22495, P: 35, Q: 23614
R: 31403, P: 35, Q: 14730
R: 32879, P: 55, Q: 13254
R: 32112, P: 54, Q: 14076
R: 11926, P: 6, Q: 34273
R: 12003, P: 31, Q: 34311
R: 16456, P: 41, Q: 29868
R: 16808, P: 55, Q: 29524
R: 12524, P: 7, Q: 33833
R: 31130, P: 23, Q: 15239
R: 26797, P: 28, Q: 19573
R: 29295, P: 72, Q: 17112
R: 11413, P: 70, Q: 35053
R: 28944, P: 44, Q: 17592
R: 34259, P: 21, Q: 12313
R: 36810, P: 61, Q: 9971
R: 31214, P: 42, Q: 15567
R: 35048, P: 75, Q: 11807
R: 27926, P: 100, Q: 19005
R: 17054, P: 54, Q: 29911
R: 11473, P: 66, Q: 35506
R: 12174, P: 57, Q: 34850
R: 35005, P: 68, Q: 12068
R: 26842, P: 16, Q: 20240
R: 12925, P: 56, Q: 34224
R: 35461, P: 53, Q: 11765
R: 25766, P: 8, Q: 21508
R: 34458, P: 10, Q: 12874
R: 15400, P: 48, Q: 31973
R: 12525, P: 28, Q: 34942
R: 27642, P: 11, Q: 19851
R: 25706, P: 60, Q: 21809
R: 28824, P: 72, Q: 18723
R: 11262, P: 11, Q: 36288
R: 22539, P: 14, Q: 25069
R: 36813, P: 21, Q: 10809
R: 34928, P: 49, Q: 12765
R: 14756, P: 6, Q: 32941
R: 23947, P: 28, Q: 23842
R: 33089, P: 58, Q: 14703
R: 25265, P: 17, Q: 22539
R: 12045, P: 48, Q: 35801
R: 33258, P: 22, Q: 14612
R: 36212, P: 60, Q: 11670
R: 16783, P: 72, Q: 31158
R: 20251, P: 96, Q: 27718
R: 35085, P: 11, Q: 12905
R: 29026, P: 87, Q: 19066
R: 25028, P: 1, Q: 23196
R: 33744, P: 31, Q: 14593
R: 26685, P: 3, Q: 21671
R: 29022, P: 5, Q: 19335
R: 27405, P: 44, Q: 20964
R: 35586, P: 60, Q: 12787
R: 36228, P: 8, Q: 12174
R: 14820, P: 3, Q: 33675
R: 13237, P: 3, Q: 35294
R: 19378, P: 22, Q: 29283
R: 32816, P: 30, Q: 15848
R: 15339, P: 33, Q: 33341
R: 36798, P: 65, Q: 12230
R: 21154, P: 19, Q: 27919
R: 30646, P: 7, Q: 18453
R: 13624, P: 49, Q: 35518
R: 24687, P: 94, Q: 24464
R: 16449, P: 92, Q: 32748
R: 26203, P: 55, Q: 23276
R: 35447, P: 28, Q: 14199
R: 24430, P: 47, Q: 25243
R: 18509, P: 54, Q: 31209
R: 29835, P: 77, Q: 19910
R: 21465, P: 86, Q: 28355
R: 21694, P: 99, Q: 28127
R: 22640, P: 57, Q: 27211
R: 24077, P: 9, Q: 25788
R: 29028, P: 78, Q: 20864
R: 25520, P: 30, Q: 24403
R: 19621, P: 22, Q: 30434
R: 13805, P: 32, Q: 36280
R: 20789, P: 99, Q: 29340
R: 33632, P: 99, Q: 16554
R: 19168, P: 29, Q: 31035
R: 17884, P: 59, Q: 32370
R: 16908, P: 96, Q: 33356
R: 21566, P: 79, Q: 28777
R: 22309, P: 88, Q: 28121
R: 17621, P: 64, Q: 32841
R: 19720, P: 87, Q: 30806
R: 20140, P: 81, Q: 30495
R: 20000, P: 15, Q: 30688
R: 14940, P: 77, Q: 35896
R: 36200, P: 79, Q: 14656
R: 22433, P: 37, Q: 28451
R: 21890, P: 16, Q: 29000
R: 23602, P: 67, Q: 27319
R: 15648, P: 35, Q: 35280
R: 19473, P: 59, Q: 31527
R: 18021, P: 97, Q: 33057
R: 31457, P: 41, Q: 19640
R: 15509, P: 59, Q: 35636
R: 20978, P: 8, Q: 30251
R: 32049, P: 54, Q: 19202
R: 30395, P: 15, Q: 20886
R: 15059, P: 87, Q: 36340
R: 31261, P: 96, Q: 20222
R: 18825, P: 78, Q: 32755
R: 34549, P: 26, Q: 17074
R: 15667, P: 80, Q: 36001
R: 19078, P: 99, Q: 32632
R: 23380, P: 58, Q: 28332
R: 28801, P: 82, Q: 22944
R: 23695, P: 25, Q: 28083
R: 32135, P: 80, Q: 19667
R: 17906, P: 79, Q: 33923
R: 24378, P: 53, Q: 27473
R: 20015, P: 75, Q: 31951
R: 26096, P: 84, Q: 25883
R: 20280, P: 41, Q: 31718
R: 33836, P: 56, Q: 18302
R: 30676, P: 73, Q: 21478
R: 19970, P: 18, Q: 32238
R: 33379, P: 94, Q: 18972
R: 23790, P: 16, Q: 28564
R: 29637, P: 25, Q: 22794
R: 16163, P: 47, Q: 36279
R: 22633, P: 84, Q: 29838
R: 21788, P: 83, Q: 30684
R: 18811, P: 64, Q: 33703
R: 21930, P: 64, Q: 30586
R: 23862, P: 43, Q: 29092
R: 23082, P: 24, Q: 30045
R: 23425, P: 94, Q: 29729
R: 34684, P: 97, Q: 18541
R: 27499, P: 91, Q: 25751
R: 30492, P: 86, Q: 22965
R: 31666, P: 51, Q: 21984
R: 17501, P: 16, Q: 36226
R: 32067, P: 61, Q: 21787
R: 34971, P: 43, Q: 19138
R: 18722, P: 20, Q: 35426
R: 24941, P: 10, Q: 29220
R: 18555, P: 52, Q: 35754
R: 31722, P: 36, Q: 22670
R: 20620, P: 80, Q: 33867
R: 25608, P: 95, Q: 28899
R: 28731, P: 72, Q: 25813
R: 33174, P: 52, Q: 21420
R: 34066, P: 76, Q: 20533
R: 24684, P: 77, Q: 29928
R: 34082, P: 80, Q: 20532
R: 22903, P: 46, Q: 31712
R: 35696, P: 59, Q: 18931
R: 24673, P: 6, Q: 30076
R: 36759, P: 69, Q: 18061
R: 18408, P: 81, Q: 36543
R: 36532, P: 42, Q: 18438
R: 25690, P: 11, Q: 29298
R: 33512, P: 86, Q: 21539
R: 29129, P: 87, Q: 25968
R: 34994, P: 90, Q: 20131
R: 18863, P: 16, Q: 36316
R: 35057, P: 77, Q: 20224
